id_company,company_logo,company_name,chart_link,about_company,website,nse_profile,bse_profile,face_value,book_value,roce_percentage,roe_percentage,id_ratio,company_id,year,net_profit_margin_pct,operating_profit_margin_pct,return_on_equity_pct,debt_to_equity,interest_coverage,asset_turnover,free_cash_flow_cr,capex_cr,earnings_per_share,book_value_per_share,dividend_payout_ratio_pct,total_debt_cr,cash_from_operations_cr,revenue_cagr_5yr,pat_cagr_5yr,composite_quality_score,year_num,id,company_id_market,year_market,market_cap_crore,enterprise_value_crore,pe_ratio,pb_ratio,ev_ebitda,dividend_yield_pct
MARUTI,https://mkt.in/static/mkt-icons/nifty100/MARUTI.png,Maruti Suzuki India Ltd,https://in.tradingview.com/chart/?symbol=NSE%3AMARUTI,"Maruti Suzuki India Limited is a publicly listed Indian subsidiary of Japanese automaker Suzuki Motor Corporation. It is the largest automobile manufacturer in India, specialising in small cars.",https://www.marutisuzuki.com/,https://www.nseindia.com/get-quotes/equity?symbol=MARUTI,https://www.bseindia.com/stock-share-price/maruti-suzuki-india-ltd/maruti/532500/,5.0,2835.0,23.67,15.75,753.0,MARUTI,Mar 2024,9.51,13.0,15.75,0.0014,117.9072,1.2303,4936.0,11865.0,429.0,54.5452,29.0,119.0,16801.0,11.159464241324478,16.687082706804567,68.1,2024.0,384,MARUTI,2024,1503863.63,1891991.87,20.78,8.26,29.97,1.78
MOTHERSON,https://mkt.in/static/mkt-icons/nifty100/MOTHERSON.png,Samvardhana Motherson International Ltd,https://in.tradingview.com/chart/?symbol=BSE%3AMOTHERSON,Motherson Sumi Systems is engaged primarily in the manufacturer and sale of components to automotive original equipment manufacturers,http://www.motherson.com/,https://www.nseindia.com/get-quotes/equity?symbol=MOTHERSON,https://www.bseindia.com/stock-share-price/samvardhana-motherson-international-ltd/MOTHERSON/517334/,1.0,46.0,13.7,11.8,765.0,MOTHERSON,Mar 2024,3.06,9.0,11.55,0.7617,5.2247,1.1724,925.0,6644.0,4.0,3.8577,20.0,19922.0,7569.0,13.17358395870858,18.84695147757793,57.82,2024.0,390,MOTHERSON,2024,146151.16,161406.34,9.54,2.38,33.39,2.18
NAUKRI,https://assets-netstorage.groww.in/stock-assets/logos2/InfoEdgIndia_32670259917_18844.png,Info Edge (India) Ltd,https://in.tradingview.com/chart/?symbol=NSE%3ANAUKRI,"Info Edge is India's premier online classified company with a portfolio of brands. It owns various brands in different fields like naukri.com (online recruitment), 99acres.com (online real estate), jeevansathi.com (online matrimonial) as well as shiksha.com (online education information services). It also acts as an investor and has invested in many start-ups in the online space and is actively growing its investment portfolio.",http://www.infoedge.in/,https://www.nseindia.com/get-quotes/equity?symbol=NAUKRI,https://www.bseindia.com/stock-share-price/info-edge-india-ltd/NAUKRI/532777/,10.0,3225.0,3.65,2.44,777.0,NAUKRI,Mar 2024,23.46,28.0,1.97,0.0081,28.9714,0.0703,-150.0,852.0,44.0,23.4589,49.0,246.0,702.0,16.515171117605696,20.571804647248214,73.44,2024.0,396,NAUKRI,2024,563824.44,544283.76,32.88,8.33,11.87,4.29
NESTLEIND,https://mkt.in/static/mkt-icons/nifty100/NESTLEIND.png,Nestle India Ltd,https://in.tradingview.com/chart/?symbol=NSE%3ANESTLEIND,"Nestle India Limited is the Indian subsidiary of Nestle which is a Swiss multinational company. The company is headquartered in Gurgaon, Haryana. The company's products include food, beverages, chocolate, and confectioneries.",https://www.nestle.in/,https://www.nseindia.com/get-quotes/equity?symbol=NESTLEIND,https://www.bseindia.com/stock-share-price/nestle-india-ltd/nestleind/500790/,1.0,41.0,185.43,135.61,789.0,NESTLEIND,Mar 2024,16.12,24.0,117.75,0.1033,41.1862,2.3182,2938.0,1237.0,41.0,3.4792,79.0,345.0,4175.0,9.377179141984705,12.123679940401999,77.1,2024.0,402,NESTLEIND,2024,1677775.19,1677279.88,54.96,14.34,15.49,3.85
NHPC,https://mkt.in/static/mkt-icons/nifty100/HEROMOTOCO.png,"NHPC Ltd
",https://in.tradingview.com/chart/?symbol=NSE%3ANHPC,"NHPC, a Mini Ratna category I public sector utility, is Government of India's flagship hydroelectric generation company. The company is primarily involved in the generation and sale of bulk power to various Power Utilities. Its other business includes providing project management / construction contracts/ consultancy assignment services and trading of power.",http://www.nhpcindia.com/,https://www.nseindia.com/get-quotes/equity?symbol=NHPC,https://www.bseindia.com/stock-share-price/nhpc-ltd/NHPC/533098/,10.0,40.0,7.67,9.61,801.0,NHPC,Mar 2024,41.82,50.0,10.41,0.8413,11.2434,0.1032,970.0,5968.0,4.0,0.3853,53.0,32561.0,6938.0,3.8142728347956956,3.1196090427092926,48.14,2024.0,408,NHPC,2024,1740404.25,2103124.81,71.17,13.74,18.26,1.68
NTPC,https://mkt.in/static/mkt-icons/nifty100/NTPC.png,NTPC Ltd,https://in.tradingview.com/chart/?symbol=NSE%3ANTPC,"NTPC Limited, formerly known as National Thermal Power Corporation, is an Indian central Public Sector Undertaking under the ownership of the Ministry of Power and the Government of India, who is engaged in the generation of electricity and other activities.",https://ntpc.co.in/,https://www.nseindia.com/get-quotes/equity?symbol=NTPC,https://www.bseindia.com/stock-share-price/ntpc-ltd/ntpc/532555/,10.0,174.0,10.58,12.52,813.0,NTPC,Mar 2024,11.95,29.0,13.27,1.4755,4.605,0.3724,8644.0,32141.0,21.0,1.6573,36.0,237131.0,40785.0,8.670431175982184,4.913471780415857,46.43,2024.0,414,NTPC,2024,907823.11,1142814.16,30.8,5.24,37.12,0.06
ONGC,https://mkt.in/static/mkt-icons/nifty100/ONGC.png,Oil & Natural Gas Corpn Ltd,https://in.tradingview.com/chart/?symbol=NSE%3AONGC,"The Oil and Natural Gas Corporation is an Indian government-owned-oil and gas explorer and producer. It is under the ownership of Ministry of Petroleum and Natural Gas, Government of India. Its registered office is in New Delhi. ",https://www.ongcindia.com/,https://www.nseindia.com/get-quotes/equity?symbol=ONGC,https://www.bseindia.com/stock-share-price/oil-and-natural-gas-corporation-ltd/ongc/500312/,5.0,275.0,19.71,14.32,825.0,ONGC,Mar 2024,9.66,17.0,16.94,0.4544,11.3613,0.8332,42060.0,57203.0,39.0,5.3588,31.0,153181.0,99263.0,12.493606976845228,8.200932942621964,60.02,2024.0,420,ONGC,2024,390111.05,499988.49,18.15,10.36,11.72,1.11
PFC,https://mkt.in/static/mkt-icons/nifty100/PFC.png,Power Finance Corporation Ltd,https://in.tradingview.com/chart/?symbol=NSE%3APFC,Power Finance Corporation Ltd. is an Indian public sector company engaged in infrastructure finance activities.,https://www.pfcindia.com/,https://www.nseindia.com/get-quotes/equity?symbol=PFC,https://www.bseindia.com/stock-share-price/power-finance-corporation-ltd/pfc/532810/,10.0,333.0,9.96,19.49,837.0,PFC,Mar 2024,28.92,37.0,26.16,8.5219,0.5804,0.0881,-101229.0,3409.0,60.0,3.0651,23.0,861961.0,-97820.0,16.34102273801492,17.623102994212946,78.96,2024.0,426,PFC,2024,2011885.81,2014246.29,35.6,6.59,15.67,0.42
PIDILITIND,https://mkt.in/static/mkt-icons/nifty100/PIDILITIND.png,Pidilite Industries Ltd,https://in.tradingview.com/chart/?symbol=NSE%3APIDILITIND,"Pidilite Industries Limited is a leading manufacturer of adhesives and sealants, construction chemicals, craftsmen products, DIY products and polymer emulsions in India. Most of the products have been developed through strong in-house R&D. Our brand name Fevicol has become synonymous with adhesives to millions in India and is ranked amongst the most trusted brands in the country",http://www.pidilite.com/,https://www.nseindia.com/get-quotes/equity?symbol=PIDILITIND,https://www.bseindia.com/stock-share-price/pidilite-industries-ltd/PIDILITIND/500331/,1.0,171.0,29.7,22.8,849.0,PIDILITIND,Mar 2024,14.11,22.0,20.78,0.0454,54.3333,1.0254,955.0,1769.0,34.0,16.4843,47.0,382.0,2724.0,11.667953979534062,13.737180731636279,75.07,2024.0,432,PIDILITIND,2024,162274.18,165749.2,36.12,12.3,5.36,1.01
PNB,https://mkt.in/static/mkt-icons/nifty100/PNB.png,Punjab National Bank,https://in.tradingview.com/chart/?symbol=NSE%3APNB,"Punjab National Bank is an Indian government bank based in New Delhi. It was founded in May 1894 and is the second-largest public sector bank in India in terms of its business volumes, with over 180 million customers, 12,248 branches, and 13,000+ ATMs. ",https://www.pnbindia.in/,https://www.nseindia.com/get-quotes/equity?symbol=PNB,https://www.bseindia.com/stock-share-price/punjab-national-bank/pnb/532461/,2.0,110.0,1.63,8.7,905.0,PNB,Mar 2024,8.4,,61.31999999999999,3.6843,,1.507,-29445.0,1506.0,8.0,5.7435,18.0,55017.0,-27939.0,8.813269317115036,5.616500255021095,47.83,2024.0,438,PNB,2024,1825925.6,2365495.49,19.29,10.91,23.64,1.32
POWERGRID,https://mkt.in/static/mkt-icons/nifty100/POWERGRID.png,Power Grid Corporation of India Ltd,https://in.tradingview.com/chart/qGsydD2w/?symbol=NSE%3AAMBUJACEM.T0,"Power Grid Corporation of India Limited is a Maharatna CPSU and India's largest electric power transmission company. GoI holds a 51.34% stake in the company as on March 31, 2021. PGCIL was incorporated in 1989 to set up extra-high voltage alternating current and high-voltage direct current (HVDC) transmission lines.

The company moves large blocks of power from the central generating agencies and areas that have surplus power to load centres within and across regions. It is under the administrative control of the Ministry of Power, GoI.

PGCIL also executes several strategically important projects, assigned to the company by GoI on nomination basis. Power Grid Corporation of India is principally engaged in planning, implementation, operation and maintenance of Inter-State Transmission System (ISTS), Telecom and consultancy services.

",https://www.powergrid.in/,https://www.nseindia.com/get-quotes/equity?symbol=POWERGRID,https://www.bseindia.com/stock-share-price/power-grid-corporation-of-india-ltd/POWERGRID/532898/,10.0,99.0,13.2,19.0,932.0,POWERGRID,Mar 2024,33.97,87.0,17.87,1.4173,4.603,0.1828,24176.0,13114.0,17.0,0.937,67.0,123516.0,37290.0,12.075841329781234,12.380318048027217,70.24,2024.0,444,POWERGRID,2024,372584.24,410018.95,64.39,5.1,23.07,3.09
RECLTD,https://mkt.in/static/mkt-icons/nifty100/RECLTD.png,REC Ltd,https://in.tradingview.com/chart/qGsydD2w/?symbol=NSE%3AAMBUJACEM.T0,REC is a Central Public Sector Undertaking under the Ministry of Power involved in financing projects in the complete power sector value chain from generation to distribution. [1],https://recindia.nic.in/,https://www.nseindia.com/get-quotes/equity?symbol=RECLTD,https://www.bseindia.com/stock-share-price/rec-ltd/RECLTD/532955/,10.0,279.0,10.0,22.2,945.0,RECLTD,Mar 2024,29.77,101.0,20.4,6.4249,1.6005,0.0867,-59554.0,1831.0,54.0,2.6339,30.0,445568.0,-57723.0,12.019401408250797,12.603343158601144,65.02,2024.0,450,RECLTD,2024,291917.42,315256.49,31.49,4.59,23.95,2.18
RELIANCE,https://mkt.in/static/mkt-icons/nifty100/RELIANCE.png,"Reliance Industries Ltd
",https://in.tradingview.com/chart/qGsydD2w/?symbol=NSE%3AAMBUJACEM.T0,"Reliance was founded by Dhirubhai Ambani and is now promoted and managed by his elder son, Mukesh Dhirubhai Ambani. Ambani's family has about 50% shareholding in the conglomerate.

",https://www.ril.com/,https://www.nseindia.com/get-quotes/equity?symbol=RELIANCE,https://www.bseindia.com/stock-share-price/reliance-industries-ltd/RELIANCE/500325/,10.0,606.0,9.61,9.25,957.0,RELIANCE,Mar 2024,8.790000000000001,18.0,9.959999999999999,0.5785,7.7289,0.5123,45207.0,113581.0,51.0,11.7275,10.0,458991.0,158788.0,7.739656958869512,12.8586119828344,51.46,2024.0,456,RELIANCE,2024,432472.71,545039.37,58.34,3.25,24.96,4.21
SBILIFE,https://mkt.in/static/mkt-icons/nifty100/SBILIFE.png,SBI Life Insurance Company Ltd,https://in.tradingview.com/chart/qGsydD2w/?symbol=NSE%3AAMBUJACEM.T0,"SBI Life Insurance Company Ltd is engaged in the business of life insurance and annuity. It was started as a Joint-venture between State Bank of India and BNP Paribas Cardif S.A.[1]


",https://www.sbilife.co.in/,https://www.nseindia.com/get-quotes/equity?symbol=SBILIFE,https://www.bseindia.com/stock-share-price/sbi-life-insurance-company-ltd/SBILIFE/540719/,10.0,162.0,13.2,12.0,969.0,SBILIFE,Mar 2024,1.43,0.0,12.7,0.0,240.3333,0.3314,-2099.0,31221.0,19.0,1.4893,14.0,0.0,29122.0,21.9557087625458,10.524390741600165,59.65,2024.0,462,SBILIFE,2024,886097.71,1097553.71,69.98,9.48,31.04,1.62
SBIN,https://mkt.in/static/mkt-icons/nifty100/SBIN.png,State Bank of India,https://in.tradingview.com/chart/qGsydD2w/?symbol=NSE%3AAMBUJACEM.T0,"State Bank of India is a Fortune 500 company. It is an Indian Multinational, Public Sector banking and financial services statutory body headquartered in Mumbai. It is the largest and oldest bank in India with over 200 years of history.[1]

",https://sbi.co.in/,https://www.nseindia.com/get-quotes/equity?symbol=SBIN,https://www.bseindia.com/stock-share-price/state-bank-of-india/SBIN/500112/,1.0,465.0,6.16,17.3,,,,,,,,,,,,,,,,,,,,,468,SBIN,2024,2400436.05,2686824.35,54.93,2.72,21.53,0.42
SHREECEM,https://mkt.in/static/mkt-icons/nifty100/SHREECEM.png,Shree Cement Ltd,https://in.tradingview.com/chart/qGsydD2w/?symbol=NSE%3AAMBUJACEM.T0,Shree Cement is engaged in manufacturing and selling of cement and cement related products and is ** one of the lowest cost producers in the country. It is the 3rd largest** cement,https://www.shreecement.com/,https://www.nseindia.com/get-quotes/equity?symbol=SHREECEM,https://www.bseindia.com/stock-share-price/shree-cement-ltd/SHREECEM/500387/,10.0,5787.0,14.8,12.2,980.0,SHREECEM,Mar 2024,8.450000000000001,22.0,8.37,0.08,19.8256,0.7349,1929.0,1418.0,480.0,57.5083,16.0,1656.0,3347.0,12.869899449516398,5.087570067184388,49.38,2024.0,474,SHREECEM,2024,3154358.33,2911084.5,25.87,1.21,26.58,3.2
SHRIRAMFIN,https://mkt.in/static/mkt-icons/nifty100/SHRIRAMFIN.png,"Shriram Finance Ltd
",https://in.tradingview.com/chart/qGsydD2w/?symbol=NSE%3AAMBUJACEM.T0,"Business Overview
Shriram Transport Finance Company Ltd is a part of the SHRIRAM Group conglomerate which has a significant presence in the financing business. STFC is engaged in t",https://www.shriramfinance.in/,https://www.nseindia.com/get-quotes/equity?symbol=SHRIRAMFIN,https://www.bseindia.com/stock-share-price/shriram-finance-ltd/SHRIRAMFIN/511218/,2.0,279.0,11.3,15.9,992.0,SHRIRAMFIN,Mar 2024,20.33,29.0,15.12,3.994,0.6767,0.1466,-31359.0,258.0,39.0,13.0178,23.0,195496.0,-31101.0,16.152206944141454,15.876006189427194,67.15,2024.0,480,SHRIRAMFIN,2024,868933.47,1098024.4,68.53,7.91,28.82,1.86
SIEMENS,https://mkt.in/static/mkt-icons/nifty100/SIEMENS.png,Siemens Ltd,https://in.tradingview.com/chart/qGsydD2w/?symbol=NSE%3AAMBUJACEM.T0,"Siemens Limited offers products, integrated solutions for industrial applications for manufacturing industries, drives for process",https://www.siemens.com/in/en.html,https://www.nseindia.com/get-quotes/equity?symbol=SIEMENS,https://www.bseindia.com/stock-share-price/siemens-ltd/SIEMENS/500550/,2.0,431.0,25.6,19.1,1004.0,SIEMENS,Sep 2024,12.22,14.0,17.7,0.0182,67.15,0.8791,1168.0,502.0,76.0,21.6296,16.0,279.0,1670.0,5.805378630478142,10.934425556556636,61.57,2024.0,486,SIEMENS,2024,1191331.95,1268446.56,33.32,9.25,30.88,3.69
SUNPHARMA,https://mkt.in/static/mkt-icons/nifty100/SUNPHARMA.png,Sun Pharmaceuticals Industries Ltd,https://in.tradingview.com/chart/qGsydD2w/?symbol=NSE%3AAMBUJACEM.T0,"Sun Pharmaceutical Industries Ltd is engaged in the business of manufacturing, developing and marketing a wide range of branded and generic formulations and Active Pharma Ingredients (APIs). The company and its subsidiaries has various manufacturing facilities spread across the world with trading and other incidental and related activities extending to global market.[1] It is the largest pharmaceutical company in India.[2]

",https://sunpharma.com/,https://www.nseindia.com/get-quotes/equity?symbol=SUNPHARMA,https://www.bseindia.com/stock-share-price/sun-pharmaceuticals-industries-ltd/SUNPHARMA/524715/,1.0,288.0,17.3,16.7,1016.0,SUNPHARMA,Mar 2024,19.82,28.0,15.09,0.0514,58.3319,0.5685,11372.0,763.0,40.0,26.5279,34.0,3274.0,12135.0,14.316083130091606,9.705653293530192,73.67,2024.0,492,SUNPHARMA,2024,1339586.09,1264175.16,37.9,6.71,21.41,3.88
TATACONSUM,https://mkt.in/static/mkt-icons/nifty100/TATACONSUM.png,Tata Consumer Products Ltd,https://in.tradingview.com/chart/qGsydD2w/?symbol=NSE%3AAMBUJACEM.T0,"Tata Consumer Products Ltd. is one of the leading companies of the Tata Group, with presence in the food and beverages business in India and internationally. It is the second largest tea company globally and has significant market presence and leadership in many markets. In addition to South Asia (mainly India), it has presence in various other geographies including Canada, UK, North America, Australia, Europe, Middle East and Africa. [1]


",https://www.tataconsumer.com/,https://www.nseindia.com/get-quotes/equity?symbol=TATACONSUM,https://www.bseindia.com/stock-share-price/tata-consumer-products-ltd/TATACONSUM/500800/,1.0,193.0,10.6,8.32,1028.0,TATACONSUM,Mar 2024,7.99,15.0,7.57,0.2165,25.3218,0.5454,26.0,1911.0,12.0,16.9021,64.0,3477.0,1937.0,6.830962724710621,9.561009262740882,45.87,2024.0,498,TATACONSUM,2024,350543.35,387549.77,54.79,7.14,24.84,1.87
TATAMOTORS,https://mkt.in/static/mkt-icons/nifty100/TATAMOTORS.png,Tata Motors Ltd,https://in.tradingview.com/chart/qGsydD2w/?symbol=NSE%3AAMBUJACEM.T0,"Tata Motors Group is a leading global automobile manufacturer. Part of the illustrious multi-national conglomerate, the Tata group, it offers a wide and diverse portfolio of cars, sports utility vehicles, trucks, buses and defence vehicles to the world.

It has operations in India, the UK, South Korea, South Africa, China, Brazil, Austria and Slovakia through a strong global network of subsidiaries, associate companies and Joint Ventures (JVs), including Jaguar Land Rover in the UK and Tata Daewoo in South Korea. 

",https://www.tatamotors.com/,https://www.nseindia.com/get-quotes/equity?symbol=TATAMOTORS,https://www.bseindia.com/stock-share-price/tata-motors-ltd/TATAMOTORS/500570/,2.0,275.0,20.1,49.4,1040.0,TATAMOTORS,Mar 2024,7.26,14.0,37.46,1.2631,6.5302,1.1851,45133.0,22782.0,94.0,11.0859,7.0,107262.0,67915.0,7.949270416006682,11.11655074662723,60.01,2024.0,504,TATAMOTORS,2024,1504106.64,1588737.42,67.07,0.93,15.35,3.65
TATAPOWER,https://mkt.in/static/mkt-icons/nifty100/TATAPOWER.png,"Tata Power Company Ltd
",https://in.tradingview.com/chart/qGsydD2w/?symbol=NSE%3AAMBUJACEM.T0,"Tata Power Company Ltd is primarily involved in the business of the generation, transmission and distribution of electricity. It aims to produce electricity completely through renewable sources. It also manufactures solar roofs and plans to build 1 lakh ev charging stations by 2025[1] The company is India's largest vertically-integrated power company.

",https://www.tatapower.com/,https://www.nseindia.com/get-quotes/equity?symbol=TATAPOWER,https://www.bseindia.com/stock-share-price/tata-power-company-ltd/TATAPOWER/500400/,1.0,105.0,11.1,11.3,1052.0,TATAPOWER,Mar 2024,6.97,17.0,13.23,1.6593,3.0544,0.4419,3569.0,9027.0,12.0,10.1113,17.0,53689.0,12596.0,5.763140219246821,38.082893162632914,52.67,2024.0,510,TATAPOWER,2024,1647269.48,1925345.06,14.5,3.48,12.02,0.49
TATASTEEL,https://mkt.in/static/mkt-icons/nifty100/TATASTEEL.png,"Tata Steel Ltd
",https://in.tradingview.com/chart/qGsydD2w/?symbol=NSE%3AAMBUJACEM.T0,"Tata Steel Ltd is Asia's first integrated private steel company setup in 1907.
The company has presence across the entire value chain of steel manufacturing from mining and processing iron ore and coal to producing and distributing finished products.
The company has a target to increase domestic steelmaking capacity to 30 MnTPA by 2025.

",https://www.tatasteel.com/,https://www.nseindia.com/get-quotes/equity?symbol=TATASTEEL,https://www.bseindia.com/stock-share-price/tata-steel-ltd/TATASTEEL/500470/,1.0,72.0,7.02,6.55,1064.0,TATASTEEL,Mar 2024,-2.14,10.0,-5.33,0.9462,2.1634,0.8509,6048.0,14253.0,-4.0,7.3805,-101.0,87082.0,20301.0,4.948824761335846,,,2024.0,516,TATASTEEL,2024,369110.65,402972.23,48.97,9.23,38.87,1.0
TCS,https://images.5paisa.com/MarketIcons/TCS.png,Tata Consultancy Services Ltd,https://www.tradingview.com/chart/?symbol=NSE%3ATCS,"Tata Consultancy Services is the flagship company and a part of Tata group. It is an IT services, consulting and business solutions organization that has been partnering with many of the world's largest businesses in their transformation journeys for over 50 years. TCS offers a consulting-led, cognitive powered, integrated portfolio of business, technology and engineering services and solutions.",https://www.tcs.com/,https://www.nseindia.com/get-quotes/equity?symbol=TCS,https://www.bseindia.com/stock-share-price/tata-consultancy-services-ltd/TCS/532540/,1.0,281.0,64.3,0.52,1076.0,TCS,Mar 2024,19.14,27.0,50.94,0.0886,87.0951,1.6559,50429.0,6091.0,127.0,24.997,58.0,8021.0,44338.0,12.969173527526845,11.387761678665665,83.05,2024.0,522,TCS,2024,461188.15,542230.13,78.69,6.08,29.94,1.62
TECHM,https://mkt.in/static/mkt-icons/nifty100/TECHM.png,Tech Mahindra Ltd,https://in.tradingview.com/chart/qGsydD2w/?symbol=NSE%3AAMBUJACEM.T0,"Tech Mahindra Ltd provides comprehensive range of IT services, including IT enabled service, application development and",https://www.techmahindra.com/,https://www.nseindia.com/get-quotes/equity?symbol=TECHM,https://www.bseindia.com/stock-share-price/tech-mahindra-ltd/TECHM/532755/,5.0,270.0,11.9,8.63,1099.0,TECHM,Mar 2024,4.61,9.0,8.99,0.0951,13.8597,1.205,5058.0,1318.0,24.0,6.0474,150.0,2537.0,6376.0,20.196841001530764,5.668311519254132,53.79,2024.0,528,TECHM,2024,3021095.64,3131058.36,57.4,7.43,7.85,0.64
TITAN,https://mkt.in/static/mkt-icons/nifty100/TITAN.png,"Titan Company Ltd
",https://in.tradingview.com/chart/qGsydD2w/?symbol=NSE%3AAMBUJACEM.T0,"Titan Company Ltd is among India's most respected lifestyle companies. It has established leadership positions in the Watches, Jewellery and Eyewear categories led by its trusted brands and differentiated customer experience. It was founded in 1984 as a joint-venture between TATA Group and Tamilnadu Industrial Development Corporation (TIDCO). [1]

",https://www.titancompany.in/,https://www.nseindia.com/get-quotes/equity?symbol=TITAN,https://www.bseindia.com/stock-share-price/titan-company-ltd/TITAN/500114/,1.0,110.0,22.7,32.9,1112.0,TITAN,Mar 2024,6.84,10.0,37.22,1.6531,9.412,1.6193,1506.0,189.0,39.0,10.5539,28.0,15528.0,1695.0,15.85289165444863,15.375110201391973,69.8,2024.0,534,TITAN,2024,1793769.72,2116401.21,10.13,10.51,21.0,3.1
TORNTPHARM,https://mkt.in/static/mkt-icons/nifty100/TORNTPHARM.png,Torrent Pharmaceuticals Ltd,https://in.tradingview.com/chart/qGsydD2w/?symbol=NSE%3AAMBUJACEM.T0,"Torrent Pharmaceuticals Ltd is one of the leading Indian Pharmaceutical Company engaged in research, development, manufacturing and marketing of generic pharmaceutical formulations.

It is the flagship company of Torrent Group which also has presence in power and city gas distribution businesses.

",https://www.torrentpharma.com/,https://www.nseindia.com/get-quotes/equity?symbol=TORNTPHARM,https://www.bseindia.com/stock-share-price/torrent-pharmaceuticals-ltd/TORNTPHARM/500420/,5.0,222.0,23.2,24.2,1124.0,TORNTPHARM,Mar 2024,15.44,31.0,24.15,0.5866,9.9266,0.7396,3106.0,160.0,49.0,4.0568,57.0,4022.0,3266.0,11.615318372406103,12.922163080178638,76.19,2024.0,540,TORNTPHARM,2024,1870170.39,2275967.43,46.4,6.43,27.93,1.22
TRENT,https://mkt.in/static/mkt-icons/nifty100/TRENT.png,Trent Ltd,https://in.tradingview.com/chart/qGsydD2w/?symbol=NSE%3AAMBUJACEM.T0,"Trent Ltd is engaged in retailing of apparels, footwear, accessories, toys, games, food, grocery & non food products through various of its retail formats/ concepts.[1]

",https://trentlimited.com/,https://www.nseindia.com/get-quotes/equity?symbol=TRENT,https://www.bseindia.com/stock-share-price/trent-ltd/TRENT/500251/,1.0,132.0,23.8,27.2,1136.0,TRENT,Mar 2024,11.94,16.0,36.31,0.4309,8.0435,1.7279,841.0,508.0,42.0,11.3,8.0,1753.0,1349.0,17.33634235101238,,,2024.0,546,TRENT,2024,571322.04,566293.08,8.65,11.82,34.65,3.46
TVSMOTOR,https://mkt.in/static/mkt-icons/nifty100/TVSMOTOR.png,TVS Motor Company Ltd,https://in.tradingview.com/chart/qGsydD2w/?symbol=NSE%3AAMBUJACEM.T0,'TVS Motor Company Ltd (TVSM) is engaged in manufacturing two-wheelers and its accessories,,,,,,,,1148.0,TVSMOTOR,Mar 2024,4.54,14.0,26.22,3.8334,2.9077,0.9315,-2254.0,1001.0,36.0,14.1333,23.0,26006.0,-1253.0,16.19438019533428,22.090759716844023,65.73,2024.0,552,TVSMOTOR,2024,266591.41,334973.15,46.1,5.62,7.1,3.07
